Country,Region,Year,Happiness Rank,Happiness Score,Economy (GDP per Capita),Family,Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,Dystopia Residual
Germany,Western Europe,2020,17,,10.7328186,0.898874462,72.20201874,0.867371082,0.456422031,0.080179386,2.295249462
United States,North America and ANZ,2020,18,,10.92576885,0.914219022,68.29949951,0.842619538,0.699715316,0.149891734,2.344124794
Czech Republic,Central and Eastern Europe,2020,19,,10.40416336,0.914430678,70.04793549,0.818537354,0.85844624,-0.230861515,2.796808243
Belgium,Western Europe,2020,20,,10.6736393,0.911632538,72.00164795,0.813582063,0.612297952,-0.078691199,2.348626614
United Arab Emirates,Middle East and North Africa,2020,21,,11.1099987,0.849181116,67.08278656,0.941345513,0.594502211,0.123450845,2.166965961
Malta,Western Europe,2020,22,,10.53383827,0.93037951,72.19999695,0.924911439,0.658547282,0.214965805,1.952012062
France,Western Europe,2020,23,,10.58422279,0.937103748,73.80193329,0.825467646,0.583521128,-0.130641967,2.053198338
Mexico,Latin America and Caribbean,2020,24,,9.797797203,0.838665426,68.29902649,0.858709276,0.806821585,-0.175266623,2.662540197
Taiwan Province of China,East Asia,2020,25,,10.77568531,0.894309103,69.59999847,0.77153033,0.73188293,-0.073198698,2.160238743
Uruguay,Latin America and Caribbean,2020,26,,9.948192596,0.92281127,69.00254822,0.892395437,0.635994136,-0.101103112,2.167276382
Saudi Arabia,Middle East and North Africa,2020,27,,10.79781246,0.874067068,66.30514526,0.854191244,0.682619512,-0.168695062,2.203118801
Spain,Western Europe,2020,28,,10.46292686,0.921125412,74.40270996,0.751989543,0.765859902,-0.050961714,1.997088432
Guatemala,Latin America and Caribbean,2020,29,,8.924805641,0.816621482,64.8089447,0.908147573,0.783237457,-0.042938665,2.882723093
Italy,Western Europe,2020,30,,10.48183632,0.889878571,73.60168457,0.66465199,0.873404682,-0.043460999,2.249505997
Singapore,Southeast Asia,2020,31,,11.39552116,0.910268962,76.80458069,0.926645339,0.109784193,0.029879224,0.937031746
Brazil,Latin America and Caribbean,2020,32,,9.56643486,0.896723807,66.48016357,0.799804807,0.770601273,-0.101812392,2.571860313
Slovenia,Central and Eastern Europe,2020,33,,10.39232254,0.939575672,71.1029892,0.936142623,0.817071021,-0.080603383,1.888586521
El Salvador,Latin America and Caribbean,2020,34,,8.909075737,0.806092262,66.10826111,0.833805263,0.754319906,-0.121072978,2.937191725
Kosovo,Central and Eastern Europe,2020,35,,9.204429626,0.820726514,63.88555527,0.861535907,0.922328293,0.190933764,2.736902714
Panama,Latin America and Caribbean,2020,36,,10.03423405,0.902094483,69.60301208,0.880366504,0.851588905,-0.153927714,2.221176147
Slovakia,Central and Eastern Europe,2020,37,,10.34774971,0.922493756,68.90634155,0.749952674,0.918096125,-0.124409303,2.256422043
Uzbekistan,Commonwealth of Independent States,2020,38,,8.740371704,0.926595807,65.10757446,0.974998116,0.501497388,0.248427153,2.073346615
Chile,Latin America and Caribbean,2020,39,,10.0320549,0.879713595,69.90061951,0.744896293,0.838239431,-0.065668367,2.283012867
Bahrain,Middle East and North Africa,2020,40,,10.67638016,0.876342118,68.5,0.905855775,0.7393471,0.13372919,1.751917362
Lithuania,Central and Eastern Europe,2020,41,,10.34362602,0.926107109,67.29407501,0.747381449,0.809583843,-0.219725296,2.238146067
Trinidad and Tobago,Latin America and Caribbean,2020,42,,10.26000214,0.91529417,63.5,0.857907116,0.912230611,0.000526841,2.190695763
Poland,Central and Eastern Europe,2020,43,,10.26512432,0.874257445,69.31113434,0.862055779,0.686927021,-0.205084071,2.056797981
Colombia,Latin America and Caribbean,2020,44,,9.500369072,0.884440243,67.69958496,0.836179912,0.86457181,-0.161235645,2.421656609
Cyprus,Western Europe,2020,45,,10.40570259,0.805996239,73.70222473,0.779858291,0.856271744,0.043731496,2.032334805
Nicaragua,Latin America and Caribbean,2020,46,,8.493160248,0.857497036,67.50717926,0.863902867,0.665950119,0.020959141,2.496081114
Romania,Central and Eastern Europe,2020,47,,10.107584,0.825161517,67.20723724,0.842823207,0.934300244,-0.19781521,2.412749767
Kuwait,Middle East and North Africa,2020,48,,11.08982468,0.846475244,66.76764679,0.872366488,0.760849059,-0.100184701,1.840167999
Mauritius,Sub-Saharan Africa,2020,49,,9.956786156,0.910357833,66.40434265,0.889534533,0.805343091,-0.018318573,2.006720543
Kazakhstan,Commonwealth of Independent States,2020,50,,10.11465836,0.934744895,64.60996246,0.811601937,0.764490843,-0.068488635,2.021602631
Estonia,Central and Eastern Europe,2020,51,,10.34001732,0.934729993,68.60495758,0.87770915,0.623073816,-0.111697771,1.629928112
Philippines,Southeast Asia,2020,52,,8.993545532,0.846730053,61.92676163,0.915463448,0.733634114,-0.105463006,2.501741886
Hungary,Central and Eastern Europe,2020,53,,10.24924374,0.921934128,67.60997009,0.718964577,0.892916501,-0.194323018,2.121845722
Thailand,Southeast Asia,2020,54,,9.741791725,0.889973223,67.25059509,0.905063033,0.886272311,0.268685192,1.832384109
Argentina,Latin America and Caribbean,2020,55,,9.810955048,0.900567949,68.80380249,0.831132412,0.842009842,-0.194913864,2.072540998
Honduras,Latin America and Caribbean,2020,56,,8.424534798,0.821870148,67.19876862,0.870603263,0.801131904,0.086969115,2.464295387
Latvia,Central and Eastern Europe,2020,57,,10.17531967,0.918288589,66.8074646,0.671237648,0.795580089,-0.186888844,2.121283054
Ecuador,Latin America and Caribbean,2020,58,,9.246058464,0.836418986,68.50003815,0.859828949,0.801215112,-0.127014965,2.254933834
Portugal,Western Europe,2020,59,,10.26374245,0.886590719,72.40202332,0.888747811,0.892629504,-0.220714301,1.752558708
Jamaica,Latin America and Caribbean,2020,60,,9.006250381,0.915701866,67.09999847,0.858068526,0.888890028,-0.125106767,2.214436531
South Korea,East Asia,2020,61,,10.51056671,0.799387157,73.6027298,0.612965107,0.789067447,-0.043404032,1.946757078
Japan,East Asia,2020,62,,10.57968903,0.883545935,75.00096893,0.809961379,0.654558063,-0.246910349,1.486200333
Peru,Latin America and Caribbean,2020,63,,9.456313133,0.831075251,68.10023499,0.824766099,0.893714964,-0.16238822,2.213499546
Serbia,Central and Eastern Europe,2020,64,,9.680980682,0.881475747,68.21020508,0.726495862,0.843509018,-0.073676221,2.029040098
Bolivia,Latin America and Caribbean,2020,65,,8.851115227,0.803108692,63.6004715,0.875873327,0.822606206,-0.09168113,2.425928593
Pakistan,South Asia,2020,66,,8.482727051,0.689062297,58.25313568,0.734833717,0.745705426,0.04489987,2.976876736
Paraguay,Latin America and Caribbean,2020,67,,9.389982224,0.898727894,65.63993835,0.885923445,0.834788501,0.007997713,1.83412528
Dominican Republic,Latin America and Caribbean,2020,68,,9.664880753,0.882085383,65.80748749,0.866202772,0.755999923,-0.131263286,1.844246864
Bosnia and Herzegovina,Central and Eastern Europe,2020,69,,9.455817223,0.829204142,67.80813599,0.651352704,0.933769107,0.098274559,2.16724205
Moldova,Commonwealth of Independent States,2020,70,,8.776714325,0.843313575,65.01301575,0.721609175,0.913314283,-0.037741039,2.370968342
Tajikistan,Commonwealth of Independent States,2020,71,,8.024810791,0.835297108,64.10459137,0.831383407,0.592076063,-0.025088511,2.25650835
Montenegro,Central and Eastern Europe,2020,72,,9.751860619,0.855314612,68.50534821,0.649565637,0.783121586,-0.075600356,1.880565882
Russia,Commonwealth of Independent States,2020,73,,10.12887192,0.903150737,64.10045624,0.729892612,0.864802599,-0.151153743,1.815716743
Kyrgyzstan,Commonwealth of Independent States,2020,74,,8.148405075,0.887228489,64.10601044,0.909374893,0.888396084,0.154772058,2.060206652
Belarus,Commonwealth of Independent States,2020,75,,9.779945374,0.90674746,66.10433197,0.639163077,0.63571167,-0.164926544,1.8069911
North Cyprus,Western Europe,2020,76,,10.40570259,0.820356607,73.70222473,0.79529351,0.62611568,0.000227159,1.23668766
Greece,Western Europe,2020,77,,10.13232613,0.814380348,72.40525818,0.541345119,0.859931409,-0.300907373,2.016179085
Hong Kong S.A.R. of China,East Asia,2020,78,,10.9346714,0.845969081,76.77170563,0.779833794,0.420607209,0.134979904,0.673293114
Croatia,Central and Eastern Europe,2020,79,,10.07087517,0.874623716,70.21490479,0.714838803,0.916495264,-0.128538325,1.676029205
Libya,Middle East and North Africa,2020,80,,9.789815903,0.825942934,62.29999924,0.773157001,0.668779135,-0.085054487,1.888563156
Mongolia,East Asia,2020,81,,9.412186623,0.937142491,62.30448532,0.693351328,0.863511205,0.098093867,1.810527563
Malaysia,Southeast Asia,2020,82,,10.26251888,0.816509426,67.10215759,0.894626856,0.839302301,0.114726797,1.319420815
Vietnam,Southeast Asia,2020,83,,8.809545517,0.849987149,67.9527359,0.939592957,0.79642123,-0.094533332,1.685977936
Indonesia,Southeast Asia,2020,84,,9.36975193,0.808379889,62.15584946,0.870614409,0.876296401,0.519586504,1.479573488
Ivory Coast,Sub-Saharan Africa,2020,85,,8.225561142,0.658048689,49.50377274,0.727909327,0.790771961,-0.043991156,3.081022501
Benin,Sub-Saharan Africa,2020,86,,7.674319744,0.468671143,54.31246567,0.735182583,0.740532577,-0.003537213,3.440809727
Maldives,South Asia,2020,87,,9.518632889,0.91316092,70.59999847,0.853962779,0.824211061,0.038085498,1.098674774
Congo (Brazzaville),Sub-Saharan Africa,2020,88,,8.536987305,0.640228093,57.92448044,0.719058514,0.751779079,-0.123674095,2.722619534
Azerbaijan,Commonwealth of Independent States,2020,89,,9.687726974,0.819308281,65.50839996,0.786824107,0.55253756,-0.240255281,1.507632971
Macedonia,Central and Eastern Europe,2020,90,,9.510591507,0.820392311,67.50442505,0.738840938,0.897490501,-0.019877451,1.617594957
Ghana,Sub-Saharan Africa,2020,91,,8.350645065,0.728601098,57.20398712,0.794796526,0.847964764,0.094170853,2.378437281
Nepal,South Asia,2020,92,,7.925357342,0.785512447,63.77917862,0.797565043,0.738099158,0.154168829,2.014386892
Turkey,Middle East and North Africa,2020,93,,10.12941933,0.826313555,66.90281677,0.608830452,0.748197377,-0.171046436,1.564816713
China,East Asia,2020,94,,9.688568115,0.798760593,69.2891922,0.898517907,0.7539711,-0.18142575,1.336181879
Turkmenistan,Commonwealth of Independent States,2020,95,,9.74803257,0.958966196,62.21170807,0.826457024,0.883691847,0.187671542,1.115337372
Bulgaria,Central and Eastern Europe,2020,96,,9.869318962,0.937840343,66.80397797,0.745178163,0.935585141,-0.143908441,1.294961452
Morocco,Middle East and North Africa,2020,97,,8.940313339,0.592628479,65.89624023,0.772072434,0.815724611,-0.240377247,2.378402472
Cameroon,Sub-Saharan Africa,2020,98,,8.118647575,0.700386405,52.7049408,0.763051808,0.851336598,-0.00149645,2.719370842
Venezuela,Latin America and Caribbean,2020,99,,8.977793694,0.890408158,66.50534058,0.62327832,0.837038398,-0.169090509,1.74484086
Algeria,Middle East and North Africa,2020,100,,9.537964821,0.803385139,65.90517426,0.466610909,0.735485137,-0.121105164,1.840811729
Senegal,Sub-Saharan Africa,2020,101,,8.118982315,0.723616004,59.59915161,0.690596163,0.808785141,-0.052335154,2.405123949
Guinea,Sub-Saharan Africa,2020,102,,7.750990391,0.637573481,54.46780014,0.706846774,0.761794448,0.076328471,2.740729809
Niger,Sub-Saharan Africa,2020,103,,6.842166901,0.617435038,53.50009537,0.759772122,0.722530186,0.013860817,3.017630577
Laos,Southeast Asia,2020,104,,8.79858017,0.737502217,58.70992279,0.907213569,0.634679317,0.11137148,1.621152639
Albania,Central and Eastern Europe,2020,105,,9.417930603,0.671070457,68.70813751,0.781994224,0.896303713,-0.042309489,1.640897036
Cambodia,Southeast Asia,2020,106,,8.249890327,0.773080647,61.52996826,0.959704638,0.822769046,0.051911179,1.663300037
Bangladesh,South Asia,2020,107,,8.287063599,0.687292993,64.50306702,0.90062499,0.661843538,-0.033664726,1.755261898
Gabon,Sub-Saharan Africa,2020,108,,9.680537224,0.787886858,59.71533966,0.704829216,0.849150956,-0.222261623,1.735027552
South Africa,Sub-Saharan Africa,2020,109,,9.403370857,0.852532268,56.50601196,0.759330094,0.843423843,-0.109777324,1.625117302
Iraq,Middle East and North Africa,2020,110,,9.661095619,0.747694969,59.90354919,0.633182645,0.82226181,-0.06956476,1.752173662
Lebanon,Middle East and North Africa,2020,111,,9.3617239,0.824338138,67.10658264,0.551357508,0.90225625,-0.06121527,1.53554225
Burkina Faso,Sub-Saharan Africa,2020,112,,7.46854496,0.712943614,53.88945389,0.665563583,0.739795029,-0.019080516,2.588826418
Gambia,Sub-Saharan Africa,2020,113,,7.321814537,0.6931687,55.0120163,0.733163178,0.690717816,0.343198717,2.270216465
Mali,Sub-Saharan Africa,2020,114,,7.629852295,0.731468976,51.72698212,0.71156615,0.839328408,-0.044366926,2.559335232
Nigeria,Sub-Saharan Africa,2020,115,,8.57662487,0.73721689,49.86190796,0.759578407,0.861874342,0.033745807,2.219635487
Armenia,Commonwealth of Independent States,2020,116,,9.100476265,0.757479429,66.75065613,0.712017834,0.773544788,-0.13877961,1.468161583
Georgia,Commonwealth of Independent States,2020,117,,9.226100922,0.629033029,64.49520874,0.801641524,0.665944695,-0.22892037,1.69239831
Iran,Middle East and North Africa,2020,118,,9.813719749,0.694689691,66.00614929,0.647873282,0.714635968,0.117891103,1.286969423
Jordan,Middle East and North Africa,2020,119,,9.025999069,0.80216372,66.79975128,0.75104779,0.700344324,-0.162565202,1.262258053
Mozambique,Sub-Saharan Africa,2020,120,,7.069345951,0.723874032,54.20582199,0.864451885,0.683019102,0.032375868,2.221216202
Kenya,Sub-Saharan Africa,2020,121,,8.02977562,0.702652037,60.09693146,0.829747558,0.831499159,0.294681519,1.684904575
Namibia,Sub-Saharan Africa,2020,122,,9.203141212,0.846880972,56.50148773,0.767520964,0.851449788,-0.18530646,1.503033161
Ukraine,Commonwealth of Independent States,2020,123,,9.010690689,0.878879368,64.60678101,0.663081884,0.920636714,-0.030933706,1.252669334
Liberia,Sub-Saharan Africa,2020,124,,7.054380417,0.70928055,56.09631348,0.735268712,0.856375933,0.04227322,2.386757851
Palestinian Territories,Middle East and North Africa,2020,125,,8.389223099,0.825295925,62.25,0.645791829,0.824199975,-0.162079096,1.693985701
Uganda,Sub-Saharan Africa,2020,126,,7.500389576,0.764994621,55.70820236,0.731713951,0.836737812,0.099487431,1.958671093
Chad,Sub-Saharan Africa,2020,127,,7.467963696,0.632388055,48.22053909,0.587305248,0.802760839,0.017834719,2.74742651
Tunisia,Middle East and North Africa,2020,128,,9.314972878,0.688718557,66.89785767,0.593361557,0.867590249,-0.216413811,1.528496742
Mauritania,Sub-Saharan Africa,2020,129,,8.233919144,0.790819228,57.01017761,0.551522553,0.746223509,-0.106008142,1.85955739
Sri Lanka,South Asia,2020,130,,9.389969826,0.825374067,67.20006561,0.837633669,0.859001756,0.081129618,0.611288548
Congo (Kinshasa),Sub-Saharan Africa,2020,131,,6.694256306,0.672159016,52.90000153,0.700793564,0.809403598,0.083637655,2.437864304
Swaziland,Sub-Saharan Africa,2020,132,,9.16267395,0.770290196,51.18823624,0.646822274,0.708263338,-0.19920142,1.686207294
Myanmar,Southeast Asia,2020,133,,8.680481911,0.78440702,58.96171188,0.895075202,0.645124316,0.560663998,0.681462526
Comoros,Sub-Saharan Africa,2020,134,,7.833630085,0.625662446,57.34901047,0.547612607,0.780622602,0.090008408,2.17276907
Togo,Sub-Saharan Africa,2020,135,,7.357711315,0.551312625,54.71989822,0.649828613,0.757733464,0.002667875,2.409595251
Ethiopia,Sub-Saharan Africa,2020,136,,7.509385586,0.743307352,58.63959122,0.740795195,0.753690004,0.043377332,1.628459215
Madagascar,Sub-Saharan Africa,2020,137,,7.281685829,0.668195903,59.10542679,0.557574093,0.817485631,-0.011823639,2.136298418
Egypt,Middle East and North Africa,2020,138,,9.316541672,0.735447824,61.78015137,0.708354175,0.787726879,-0.196878314,1.158818245
Sierra Leone,Sub-Saharan Africa,2020,139,,7.26880312,0.636142015,50.86514282,0.715315044,0.861330688,0.088660747,2.046271801
Burundi,Sub-Saharan Africa,2020,140,,6.492642403,0.490325719,53.40000153,0.626350224,0.606934547,-0.017551597,2.401507378
Zambia,Sub-Saharan Africa,2020,141,,8.224720001,0.698824465,55.29937744,0.806500256,0.801289678,0.078037128,1.134339333
Haiti,Latin America and Caribbean,2020,142,,7.411329269,0.593247831,55.59862518,0.537825167,0.684767246,0.40053457,1.619916916
Lesotho,Sub-Saharan Africa,2020,143,,7.960488319,0.780495703,48.00362396,0.738125861,0.857392073,-0.145732045,1.445513964
India,South Asia,2020,144,,8.849823952,0.592200935,60.21518707,0.881444871,0.772042692,0.057551607,0.734130859
Malawi,Sub-Saharan Africa,2020,145,,7.062226295,0.544007301,57.59288788,0.803223193,0.731700778,0.021433279,1.552718282
Yemen,Middle East and North Africa,2020,146,,7.759682655,0.817980587,56.72728348,0.599920273,0.800287724,-0.157735437,1.116472721
Botswana,Sub-Saharan Africa,2020,147,,9.711203575,0.779121757,58.92445374,0.821328104,0.777930915,-0.250394493,0.257240534
Tanzania,Sub-Saharan Africa,2020,148,,7.967665195,0.688933194,57.49607468,0.82153976,0.619799435,0.109668687,0.718963385
Central African Republic,Sub-Saharan Africa,2020,149,,6.625160217,0.319459856,45.20000076,0.640880644,0.891806662,0.082410358,2.860197544
Rwanda,Sub-Saharan Africa,2020,150,,7.600104332,0.54083544,61.09884644,0.900589406,0.183541179,0.055483952,0.548444986
Zimbabwe,Sub-Saharan Africa,2020,151,,7.865711689,0.763092756,55.61725998,0.711457908,0.81023699,-0.072063953,0.841031075
South Sudan,Sub-Saharan Africa,2020,152,,7.425359726,0.553707123,51,0.451313615,0.763417304,0.016518548,1.378751278
Afghanistan,South Asia,2020,153,,7.462860584,0.470366955,52.59000015,0.396573007,0.933686554,-0.0964294,1.507235646
Finland,Western Europe,2021,1,,10.775,0.954,72,0.949,0.186,-0.098,3.253
Denmark,Western Europe,2021,2,,10.933,0.954,72.7,0.946,0.179,0.03,2.868
Switzerland,Western Europe,2021,3,,11.117,0.942,74.4,0.919,0.292,0.025,2.839
Iceland,Western Europe,2021,4,,10.878,0.983,73,0.955,0.673,0.16,2.967
Netherlands,Western Europe,2021,5,,10.932,0.942,72.4,0.913,0.338,0.175,2.798
Norway,Western Europe,2021,6,,11.053,0.954,73.3,0.96,0.27,0.093,2.58
Sweden,Western Europe,2021,7,,10.867,0.934,72.7,0.945,0.237,0.086,2.683
Luxembourg,Western Europe,2021,8,,11.647,0.908,72.6,0.907,0.386,-0.034,2.653
New Zealand,North America and ANZ,2021,9,,10.643,0.948,73.4,0.929,0.242,0.134,2.612
Austria,Western Europe,2021,10,,10.906,0.934,73.3,0.908,0.481,0.042,2.784
Australia,North America and ANZ,2021,11,,10.796,0.94,73.9,0.914,0.442,0.159,2.598
Israel,Middle East and North Africa,2021,12,,10.575,0.939,73.503,0.8,0.753,0.031,3.083
Germany,Western Europe,2021,13,,10.873,0.903,72.5,0.875,0.46,0.011,2.824
Canada,North America and ANZ,2021,14,,10.776,0.926,73.8,0.915,0.415,0.089,2.585
Ireland,Western Europe,2021,15,,11.342,0.947,72.4,0.879,0.363,0.077,2.384
Costa Rica,Latin America and Caribbean,2021,16,,9.88,0.891,71.4,0.934,0.809,-0.126,3.387
United Kingdom,Western Europe,2021,17,,10.707,0.934,72.5,0.859,0.459,0.233,2.596
Czech Republic,Central and Eastern Europe,2021,18,,10.556,0.947,70.807,0.858,0.868,-0.208,3.124
United States,North America and ANZ,2021,19,,11.023,0.92,68.2,0.837,0.698,0.098,2.807
Belgium,Western Europe,2021,20,,10.823,0.906,72.199,0.783,0.646,-0.153,2.862
France,Western Europe,2021,21,,10.704,0.942,74,0.822,0.571,-0.147,2.521
Bahrain,Middle East and North Africa,2021,22,,10.669,0.862,69.495,0.925,0.722,0.089,2.631
Malta,Western Europe,2021,23,,10.674,0.931,72.2,0.927,0.653,0.133,2.268
Taiwan Province of China,East Asia,2021,24,,10.871,0.898,69.6,0.784,0.721,-0.07,2.687
United Arab Emirates,Middle East and North Africa,2021,25,,11.085,0.844,67.333,0.932,0.589,0.074,2.422
Saudi Arabia,Middle East and North Africa,2021,26,,10.743,0.891,66.603,0.877,0.684,-0.149,2.668
Spain,Western Europe,2021,27,,10.571,0.932,74.7,0.761,0.745,-0.081,2.513
Italy,Western Europe,2021,28,,10.623,0.88,73.8,0.693,0.866,-0.084,2.794
Slovenia,Central and Eastern Europe,2021,29,,10.529,0.948,71.4,0.949,0.806,-0.101,2.388
Guatemala,Latin America and Caribbean,2021,30,,9.053,0.813,64.958,0.906,0.775,-0.038,3.375
Uruguay,Latin America and Caribbean,2021,31,,9.966,0.925,69.1,0.896,0.59,-0.092,2.6
Singapore,Southeast Asia,2021,32,,11.488,0.915,76.953,0.927,0.082,-0.018,1.379
Kosovo,Central and Eastern Europe,2021,33,,9.318,0.821,63.813,0.869,0.917,0.257,3.182
Slovakia,Central and Eastern Europe,2021,34,,10.369,0.936,69.201,0.766,0.911,-0.124,2.714
Brazil,Latin America and Caribbean,2021,35,,9.577,0.882,66.601,0.804,0.756,-0.071,3.015
Mexico,Latin America and Caribbean,2021,36,,9.859,0.831,68.597,0.862,0.799,-0.147,2.961
Jamaica,Latin America and Caribbean,2021,37,,9.186,0.877,67.5,0.89,0.884,-0.137,3.135
Lithuania,Central and Eastern Europe,2021,38,,10.499,0.935,67.906,0.773,0.826,-0.203,2.624
Cyprus,Western Europe,2021,39,,10.576,0.802,73.898,0.763,0.844,-0.015,2.578
Estonia,Central and Eastern Europe,2021,40,,10.481,0.941,68.8,0.909,0.527,-0.106,2.103
Panama,Latin America and Caribbean,2021,41,,10.35,0.896,69.652,0.872,0.856,-0.166,2.509
Uzbekistan,Commonwealth of Independent States,2021,42,,8.836,0.918,65.255,0.97,0.515,0.311,2.477
Chile,Latin America and Caribbean,2021,43,,10.071,0.882,70,0.742,0.83,-0.044,2.682
Poland,Central and Eastern Europe,2021,44,,10.382,0.898,69.702,0.841,0.735,-0.165,2.438
Kazakhstan,Commonwealth of Independent States,2021,45,,10.155,0.952,65.2,0.853,0.733,-0.069,2.446
Romania,Central and Eastern Europe,2021,46,,10.284,0.832,67.355,0.845,0.938,-0.219,2.83
Kuwait,Middle East and North Africa,2021,47,,10.817,0.843,66.9,0.867,0.736,-0.104,2.368
Serbia,Central and Eastern Europe,2021,48,,9.787,0.873,68.6,0.778,0.835,0.002,2.682
El Salvador,Latin America and Caribbean,2021,49,,9.054,0.762,66.402,0.888,0.688,-0.11,3.085
Mauritius,Sub-Saharan Africa,2021,50,,10.008,0.905,66.701,0.867,0.789,-0.054,2.462
Latvia,Central and Eastern Europe,2021,51,,10.315,0.927,67.1,0.715,0.8,-0.162,2.536
Colombia,Latin America and Caribbean,2021,52,,9.557,0.847,68.001,0.837,0.841,-0.135,2.794
Hungary,Central and Eastern Europe,2021,53,,10.358,0.943,68,0.755,0.876,-0.186,2.432
Thailand,Southeast Asia,2021,54,,9.805,0.888,67.401,0.884,0.895,0.287,2.309
Nicaragua,Latin America and Caribbean,2021,55,,8.62,0.864,67.657,0.836,0.664,0.02,2.841
Japan,East Asia,2021,56,,10.611,0.884,75.1,0.796,0.638,-0.258,2.048
Argentina,Latin America and Caribbean,2021,57,,9.962,0.898,69,0.828,0.834,-0.182,2.461
Portugal,Western Europe,2021,58,,10.421,0.879,72.6,0.892,0.887,-0.244,2.225
Honduras,Latin America and Caribbean,2021,59,,8.648,0.812,67.3,0.857,0.809,0.081,2.934
Croatia,Central and Eastern Europe,2021,60,,10.217,0.924,70.799,0.754,0.939,-0.118,2.325
Philippines,Southeast Asia,2021,61,,9.076,0.83,62,0.917,0.742,-0.097,2.872
South Korea,East Asia,2021,62,,10.651,0.799,73.9,0.672,0.727,-0.083,2.262
Peru,Latin America and Caribbean,2021,63,,9.458,0.832,68.25,0.822,0.891,-0.154,2.744
Bosnia and Herzegovina,Central and Eastern Europe,2021,64,,9.59,0.87,68.098,0.706,0.931,0.113,2.583
Moldova,Commonwealth of Independent States,2021,65,,9.454,0.857,65.699,0.822,0.918,-0.079,2.665
Ecuador,Latin America and Caribbean,2021,66,,9.313,0.821,68.8,0.842,0.843,-0.124,2.653
Kyrgyzstan,Commonwealth of Independent States,2021,67,,8.538,0.893,64.401,0.935,0.908,0.119,2.648
Greece,Western Europe,2021,68,,10.279,0.823,72.6,0.582,0.823,-0.288,2.561
Bolivia,Latin America and Caribbean,2021,69,,9.046,0.81,63.901,0.875,0.839,-0.077,2.805
Mongolia,East Asia,2021,70,,9.4,0.935,62.5,0.708,0.856,0.116,2.492
Paraguay,Latin America and Caribbean,2021,71,,9.448,0.893,65.9,0.876,0.882,0.028,2.306
Montenegro,Central and Eastern Europe,2021,72,,9.94,0.858,68.699,0.708,0.812,-0.034,2.254
Dominican Republic,Latin America and Caribbean,2021,73,,9.802,0.853,66.102,0.86,0.714,-0.133,2.178
North Cyprus,Western Europe,2021,74,,10.576,0.82,73.898,0.795,0.626,0.012,1.653
Belarus,Commonwealth of Independent States,2021,75,,9.853,0.91,66.253,0.65,0.627,-0.18,2.247
Russia,Commonwealth of Independent States,2021,76,,10.189,0.903,64.703,0.718,0.845,-0.111,2.148
Hong Kong S.A.R. of China,East Asia,2021,77,,11,0.836,76.82,0.717,0.403,0.067,1.236
Tajikistan,Commonwealth of Independent States,2021,78,,8.091,0.86,64.281,0.832,0.553,-0.056,2.619
Vietnam,Southeast Asia,2021,79,,8.973,0.85,68.034,0.94,0.796,-0.098,2.211
Libya,Middle East and North Africa,2021,80,,9.622,0.827,62.3,0.771,0.667,-0.087,2.331
Malaysia,Southeast Asia,2021,81,,10.238,0.817,67.102,0.895,0.839,0.125,1.784
Indonesia,Southeast Asia,2021,82,,9.365,0.811,62.236,0.873,0.867,0.542,1.987
Congo (Brazzaville),Sub-Saharan Africa,2021,83,,8.117,0.636,58.221,0.695,0.745,-0.068,3.476
China,East Asia,2021,84,,9.673,0.811,69.593,0.904,0.755,-0.146,1.982
Ivory Coast,Sub-Saharan Africa,2021,85,,8.551,0.644,50.114,0.741,0.794,-0.016,3.469
Armenia,Commonwealth of Independent States,2021,86,,9.487,0.799,67.055,0.825,0.629,-0.168,2.127
Nepal,South Asia,2021,87,,8.12,0.774,64.233,0.782,0.727,0.152,2.642
Bulgaria,Central and Eastern Europe,2021,88,,10.016,0.931,67,0.788,0.932,-0.096,1.823
Maldives,South Asia,2021,89,,9.826,0.913,70.6,0.854,0.825,0.024,1.52
Azerbaijan,Commonwealth of Independent States,2021,90,,9.569,0.836,65.656,0.814,0.506,-0.223,1.919
Cameroon,Sub-Saharan Africa,2021,91,,8.189,0.71,53.515,0.731,0.848,0.026,3.195
Senegal,Sub-Saharan Africa,2021,92,,8.118,0.71,59.802,0.695,0.801,-0.046,3.071
Albania,Central and Eastern Europe,2021,93,,9.52,0.697,68.999,0.785,0.901,-0.03,2.25
North Macedonia,Central and Eastern Europe,2021,94,,9.693,0.805,65.474,0.751,0.905,0.038,2.042
Ghana,Sub-Saharan Africa,2021,95,,8.58,0.727,57.586,0.807,0.848,0.123,2.684
Niger,Sub-Saharan Africa,2021,96,,7.098,0.641,53.78,0.806,0.693,0.018,3.47
Turkmenistan,Commonwealth of Independent States,2021,97,,9.629,0.983,62.409,0.877,0.888,0.273,1.409
Gambia,Sub-Saharan Africa,2021,98,,7.686,0.69,55.16,0.697,0.746,0.424,2.99
Benin,Sub-Saharan Africa,2021,99,,8.087,0.489,54.713,0.757,0.661,-0.034,3.482
Laos,Southeast Asia,2021,100,,8.947,0.728,58.968,0.91,0.658,0.123,2.204
Bangladesh,South Asia,2021,101,,8.454,0.693,64.8,0.877,0.682,-0.041,2.427
Guinea,Sub-Saharan Africa,2021,102,,7.838,0.639,55.008,0.697,0.766,0.095,3.216
South Africa,Sub-Saharan Africa,2021,103,,9.403,0.86,56.904,0.749,0.86,-0.067,2.187
